Reporter Name,Partner Name,Trade Flow,Product Group,Indicator,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Netherlands,Turks and Caicos Isl.,Export,Food Products,Export (US$ Thousand),141.831,158.05,150.623,150.912,263.645,354.869,220.174,505.563,508.124,630.609,700.092,868.631,727.798,533.533,582.942,713.869,596.8,474.396,411.157,536.987,314.925,273.895
Netherlands,Uganda,Export,Food Products,Export (US$ Thousand),160.625,292.093,483.772,352.812,104.112,165.124,129.776,221.36,1970.82,211.398,247.537,439.969,527.498,840.72,807.828,1035.111,1002.035,958.558,948.315,3102.981,2402.018,3265.176
Netherlands,Ukraine,Export,Food Products,Export (US$ Thousand),977.805,4576.85,11165.529,34693.476,35159.151,26641.302,16362.051,6341.749,6905.692,12639.944,17142.326,29674.816,50297.694,67965.189,88832.144,78001.171,111031.303,91530.53,150423.91,142023.558,126768.556,144289.674
Netherlands,United Arab Emirates,Export,Food Products,Export (US$ Thousand),36480.866,30767.742,31116.072,35979.162,46987.818,43855.034,37737.622,46812.395,40718.92,46489.489,54004.373,66069.079,79965.73,89240.611,119533.364,158395.18,167892.334,150765.849,197127.405,243943.086,262841.808,262883.664
Netherlands,United Kingdom,Export,Food Products,Export (US$ Thousand),1124359.344,1008727.912,1160868.368,1426456.484,1196690.328,1212742.344,1105160.428,1298664.622,1225478.848,1283607.917,1460560.361,1741587.238,2023966.775,2025736.745,2336312.902,2948968.192,3216173.754,2820941.595,2768489.61,3642642.547,3482336.971,4055896.227
Netherlands,United States,Export,Food Products,Export (US$ Thousand),493907.163,521959.568,595595.052,629033.125,657087.906,646943.721,506126.711,804927.102,873910.767,990656.062,1274085.604,1492410.166,1447428.738,1379550.7,1578720.084,1837262.718,1629390.423,1380631.984,1511394.557,1427047.251,1412537.965,1389548.189
Netherlands,United States Minor Outlying I,Export,Food Products,Export (US$ Thousand),,,,,,,,,352.557,,,102.924,,,,,,,,27.252,,
Netherlands,Unspecified,Export,Food Products,Export (US$ Thousand),92.567,193.515,447.25,1930.782,1613.579,2563.049,1882.583,5258.885,14050.721,316951.716,383358.299,262260.817,16437.041,82429.043,84399.773,52723.345,32950.72,27555.433,27792.911,22575.112,20158.253,26188.071
Netherlands,Uruguay,Export,Food Products,Export (US$ Thousand),1130.818,2218.215,4522.756,4708.802,4806.538,8379.925,7311.691,5570.363,5839.739,4592.517,1355.776,2087.88,2602.656,2191.341,3727.564,5822.151,6900.774,10979.478,11358.554,16445.362,18457.071,19189.005
Netherlands,Us Msc.Pac.I,Export,Food Products,Export (US$ Thousand),99.532,135.757,103.659,383.832,361.502,381.02,244.411,312.713,,,,,,,,,,,,,,
Netherlands,Uzbekistan,Export,Food Products,Export (US$ Thousand),24.911,178.609,1247.094,14682.643,13761.977,4481.48,1988.625,2145.496,923.276,331.429,519.637,1069.954,427.97,814.602,1093.018,906.064,1374.849,1569.691,2026.608,3889.724,3653.307,5292.907
Netherlands,Vanuatu,Export,Food Products,Export (US$ Thousand),45.913,72.173,58.947,50.31,,32.306,4.039,2.416,3.682,3.583,,,,,,,,6.976,173.747,193.212,97.752,320.974
Netherlands,Venezuela,Export,Food Products,Export (US$ Thousand),3195.202,4380.45,2274.05,2458.919,3050.739,3375.348,5988.624,7749.214,7903.531,9379.411,9338.336,6920.768,9631.819,11165.647,16764.623,20975.395,30173.024,27993.553,17642.63,38595.478,34209.283,32866.399
Netherlands,Vietnam,Export,Food Products,Export (US$ Thousand),1232.363,675.164,887.64,1538.599,2793.253,6713.274,5954.288,8116.553,9813.596,17664.214,25375.253,39163.022,67193.808,41396.719,43440.522,56920.071,82791.616,141381.179,176734.001,189654.942,188914.928,175847.587
Netherlands,Wallis and Futura Isl.,Export,Food Products,Export (US$ Thousand),18.969,56.818,38.691,58.98,46.51,59.486,120.69,166.263,81.005,103.012,105.817,92.744,99.528,104.468,46.485,76.878,98.73,65.578,531.852,251.176,198.406,144.23
Netherlands,Yemen,Export,Food Products,Export (US$ Thousand),4896.384,3899.157,2878.276,2460.214,2764.1,7571.729,7095.057,9345.657,10428.499,18208.831,11636.072,14054.169,13858.023,18662.476,15599.993,23653.776,21204.814,28156.799,26449.354,26909.675,31058.145,31663.852
Netherlands,Zambia,Export,Food Products,Export (US$ Thousand),271.593,367.517,207.101,260.337,,0.512,71.201,139.681,80.085,14.333,30.234,13.572,738.995,155.458,248.756,197.687,352.185,565.09,835.578,566.389,188.487,292.648
Netherlands,Zimbabwe,Export,Food Products,Export (US$ Thousand),1345.032,111.712,676.008,589.856,434.493,533.323,468.116,296.758,2999.954,89.576,348.629,373.239,638.223,256.195,45.228,32.948,32.418,372.541,592.863,1048.599,952.125,1477.847
